SrNo,Juz,JuzNameArabic,JuzNameEnglish,SurahNo,SurahNameArabic,SurahNameEnglish,SurahMeaning,WebLink,Classification,AyahNo,EnglishTranslation,,ArabicText,ArabicWordCount,ArabicLetterCount,OrignalArabicText
3136,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/204,Makki,204,Do they then ask for Our Penalty to be hastened on?,,????????? ????????,2,17,
3137,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/205,Makki,205,"Seest thou? If We do let them enjoy (this life) for a few years,",,?????? ?? ??????? ????,4,19,
3138,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/206,Makki,206,Yet there comes to them at length the (Punishment) which they were promised!,,?? ????? ?? ????? ??????,5,20,
3139,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/207,Makki,207,It will profit them not that they enjoyed (this life)!,,?? ???? ???? ?? ????? ??????,6,23,
3140,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/208,Makki,208,"Never did We destroy a population, but had its warners -",,??? ?????? ?? ????? ??? ??? ??????,7,28,
3141,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/209,Makki,209,By way of reminder; and We never are unjust.,,???? ??? ??? ??????,4,16,
3142,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/210,Makki,210,No evil ones have brought down this (Revelation):,,??? ????? ?? ????????,4,18,
3143,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/211,Makki,211,It would neither suit them nor would they be able (to produce it).,,??? ????? ??? ??? ????????,5,22,
3144,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/212,Makki,212,Indeed they have been removed far from even (a chance of) hearing it.,,???? ?? ????? ????????,4,19,
3145,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/213,Makki,213,"So call not on any other god with Allah, or thou wilt be among those under the Penalty.",,??? ??? ?? ???? ????? ??? ????? ?? ????????,9,35,
3146,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/214,Makki,214,"And admonish thy nearest kinsmen,",,????? ?????? ????????,3,19,
3147,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/215,Makki,215,And lower thy wing to the Believers who follow thee.,,????? ????? ??? ????? ?? ????????,6,28,
3148,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/216,Makki,216,"Then if they disobey thee, say: ""I am free (of responsibility) for what ye do!""",,??? ???? ??? ??? ???? ??? ??????,7,26,
3149,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/217,Makki,217,"And put thy trust on the Exalted in Might, the Merciful,-",,????? ??? ?????? ??????,4,20,
3150,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/218,Makki,218,"Who seeth thee standing forth (in prayer),",,???? ???? ??? ????,4,15,
3151,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/219,Makki,219,"And thy movements among those who prostrate themselves,",,?????? ?? ????????,3,16,
3152,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/220,Makki,220,For it is He Who heareth and knoweth all things.,,??? ?? ?????? ??????,4,17,
3153,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/221,Makki,221,"Shall I inform you, (O people!), on whom it is that the evil ones descend?",,?? ?????? ??? ?? ???? ????????,6,25,
3154,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/222,Makki,222,"They descend on every lying, wicked person,",,???? ??? ?? ????? ?????,5,19,
3155,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/223,Makki,223,"(Into whose ears) they pour hearsay vanities, and most of them are liars.",,????? ????? ??????? ??????,4,23,
3156,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/224,Medani,224,"And the Poets,- It is those straying in Evil, who follow them:",,???????? ?????? ???????,3,21,
3157,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/225,Medani,225,Seest thou not that they wander distracted in every valley?-,,??? ?? ???? ?? ?? ???? ??????,7,23,
3158,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/226,Medani,226,And that they say what they practise not?-,,????? ?????? ?? ?? ??????,5,21,
3159,19,??????? ?????????,Wa Qalallazina,26,???????,Ash-Shu'ara,The Poets,https://quran.com/26/227,Medani,227,"Except those who believe, work righteousness, engage much in the remembrance of Allah, and defend themselves only after they are unjustly attacked. And soon will the unjust assailants know what vicissitudes their affairs will take!",,??? ????? ????? ?????? ???????? ?????? ???? ?????? ???????? ?? ??? ?? ????? ? ?????? ????? ????? ?? ?????? ???????,20,95,
3160,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/1,Makki,1,"These are verses of the Qur'an,-a book that makes (things) clear;",,?? ? ??? ???? ?????? ?????? ?????,7,27,
3161,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/2,Makki,2,"A guide: and glad tidings for the believers,-",,???? ????? ????????,3,17,
3162,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/3,Makki,3,"Those who establish regular prayers and give in regular charity, and also have (full) assurance of the hereafter.",,????? ?????? ?????? ?????? ?????? ??? ??????? ?? ??????,9,47,
3163,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/4,Makki,4,"As to those who believe not in the Hereafter, We have made their deeds pleasing in their eyes; and so they wander about in distraction.",,?? ????? ?? ?????? ??????? ???? ??? ??????? ??? ??????,10,45,
3164,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/5,Makki,5,Such are they for whom a grievous Penalty is (waiting); and in the Hereafter theirs will be the greatest loss.,,????? ????? ??? ??? ?????? ??? ?? ?????? ?? ????????,10,43,
3165,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/6,Makki,6,"As to thee, the Qur'an is bestowed upon thee from the presence of one who is wise and all-knowing.",,???? ????? ?????? ?? ??? ????? ?????,7,30,
3166,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/7,Makki,7,"Behold! Moses said to his family: ""I perceive a fire; soon will I bring you from there some information, or I will bring you a burning brand to light our fuel, that ye may warm yourselves.",,?? ??? ???? ????? ??? ???? ????? ?????? ???? ????? ?? ????? ?????? ???? ????? ??????,16,69,
3167,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/8,Makki,8,"But when he came to the (fire), a voice was heard: ""Blessed are those in the fire and those around: and glory to Allah, the Lord of the worlds.",,???? ????? ???? ?? ???? ?? ?? ????? ??? ????? ?????? ???? ?? ????????,14,56,
3168,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/9,Makki,9,"""O Moses! verily, I am Allah, the exalted in might, the wise!....",,?? ???? ??? ??? ???? ?????? ??????,7,28,
3169,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/10,Makki,10,"""Now do thou throw thy rod!"" But when he saw it moving (of its own accord) as if it had been a snake, he turned back in retreat, and retraced not his steps: ""O Moses!"" (it was said), ""Fear not: truly, in My presence, those called as messengers have no fear,-",,???? ???? ? ???? ???? ???? ????? ??? ??? ?????? ??? ???? ? ?? ???? ?? ??? ??? ?? ???? ??? ????????,22,77,
3170,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/11,Makki,11,"""But if any have done wrong and have thereafter substituted good to take the place of evil, truly, I am Oft-Forgiving, Most Merciful.",,??? ?? ??? ?? ??? ????? ??? ???? ???? ???? ????,11,37,
3171,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/12,Makki,12,"""Now put thy hand into thy bosom, and it will come forth white without stain (or harm): (these are) among the nine Signs (thou wilt take) to Pharaoh and his people: for they are a people rebellious in transgression.""",,????? ??? ?? ???? ???? ????? ?? ??? ???? ? ?? ??? ????? ??? ????? ????? ? ???? ????? ????? ??????,21,77,
3172,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/13,Makki,13,"But when Our Signs came to them, that should have opened their eyes, they said: ""This is sorcery manifest!""",,???? ?????? ?????? ?????? ????? ??? ??? ????,8,37,
3173,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/14,Makki,14,"And they rejected those Signs in iniquity and arrogance, though their souls were convinced thereof: so see what was the end of those who acted corruptly!",,?????? ??? ?????????? ?????? ????? ????? ? ????? ??? ??? ????? ????????,12,60,
3174,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/15,Makki,15,"We gave (in the past) knowledge to David and Solomon: And they both said: ""Praise be to Allah, Who has favoured us above many of his servants who believe!""",,???? ????? ????? ??????? ????? ? ????? ????? ??? ???? ????? ??? ????? ?? ????? ????????,16,72,
3175,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/16,Makki,16,"And Solomon was David's heir. He said: ""O ye people! We have been taught the speech of birds, and on us has been bestowed (a little) of all things: this is indeed Grace manifest (from Allah.)""",,???? ?????? ????? ? ???? ?? ???? ????? ????? ???? ????? ??????? ?? ?? ???? ? ?? ??? ??? ????? ??????,21,80,
3176,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/17,Makki,17,"And before Solomon were marshalled his hosts,- of Jinns and men and birds, and they were all kept in order and ranks.",,???? ??????? ????? ?? ???? ?????? ?????? ??? ??????,9,43,
3177,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/18,Makki,18,"At length, when they came to a (lowly) valley of ants, one of the ants said: ""O ye ants, get into your habitations, lest Solomon and his hosts crush you (under foot) without knowing it.""",,??? ??? ???? ??? ??? ????? ???? ???? ?? ???? ????? ?????? ??????? ?? ??????? ?????? ?????? ??? ?? ??????,20,85,
3178,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/19,Makki,19,"So he smiled, amused at her speech; and he said: ""O my Lord! so order me that I may be grateful for Thy favours, which thou hast bestowed on me and on my parents, and that I may work the righteousness that will please Thee: And admit me, by Thy Grace, to the ranks of Thy righteous Servants.""",,????? ?????? ?? ????? ???? ?? ?????? ?? ???? ????? ???? ????? ??? ???? ????? ??? ???? ?????? ????? ??????? ?????? ?? ????? ????????,24,108,
3179,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/20,Makki,20,"And he took a muster of the Birds; and he said: ""Why is it I see not the Hoopoe? Or is he among the absentees?",,????? ????? ???? ?? ?? ?? ??? ?????? ?? ??? ?? ????????,12,44,
3180,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/21,Makki,21,"""I will certainly punish him with a severe penalty, or execute him, unless he bring me a clear reason (for absence).""",,??????? ?????? ?????? ?? ??????? ?? ??????? ??????? ?????,9,49,
3181,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/22,Makki,22,"But the Hoopoe tarried not far: he (came up and) said: ""I have compassed (territory) which thou hast not compassed, and I have come to thee from Saba with tidings true.",,???? ??? ????? ???? ???? ??? ?? ??? ?? ????? ?? ???? ????? ?????,14,51,
3182,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/23,Makki,23,"""I found (there) a woman ruling over them and provided with every requisite; and she has a magnificent throne.",,??? ???? ?????? ?????? ?????? ?? ?? ???? ???? ??? ????,11,44,
3183,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/24,Makki,24,"""I found her and her people worshipping the sun besides Allah: Satan has made their deeds seem pleasing in their eyes, and has kept them away from the Path,- so they receive no guidance,-",,?????? ?????? ?????? ????? ?? ??? ???? ???? ??? ??????? ??????? ????? ?? ?????? ??? ?? ??????,17,77,
3184,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/25,Makki,25,"""(Kept them away from the Path), that they should not worship Allah, Who brings to light what is hidden in the heavens and the earth, and knows what ye hide and what ye reveal.",,??? ?????? ??? ???? ???? ????? ?? ???????? ?????? ????? ?? ????? ??? ??????,14,62,
3185,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/26,Makki,26,"""Allah!- there is no god but He!- Lord of the Throne Supreme!""",,???? ?? ??? ??? ?? ?? ????? ?????? ?,9,28,
3186,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/27,Makki,27,"(Solomon) said: ""Soon shall we see whether thou hast told the truth or lied!",,??? ????? ????? ?? ??? ?? ????????,7,28,
3187,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/28,Makki,28,"""Go thou, with this letter of mine, and deliver it to them: then draw back from them, and (wait to) see what answer they return""...",,???? ?????? ??? ????? ????? ?? ??? ???? ????? ???? ??????,11,47,
3188,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/29,Makki,29,"(The queen) said: ""Ye chiefs! here is delivered to me - a letter worthy of respect.",,???? ?? ???? ????? ??? ???? ??? ???? ????,9,33,
3189,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/30,Makki,30,"""It is from Solomon, and is (as follows): 'In the name of Allah, Most Gracious, Most Merciful:",,??? ?? ?????? ???? ??? ???? ?????? ??????,8,34,
3190,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/31,Makki,31,"""'Be ye not arrogant against me, but come to me in submission (to the true Religion).'""",,??? ????? ??? ?????? ??????,5,23,
3191,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/32,Makki,32,"She said: ""Ye chiefs! advise me in (this) my affair: no affair have I decided except in your presence.""",,???? ?? ???? ????? ?????? ?? ???? ?? ??? ?????? ????? ??? ??????,13,52,
3192,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/33,Makki,33,"They said: ""We are endued with strength, and given to vehement war: but the command is with thee; so consider what thou wilt command.""",,????? ??? ???? ???? ????? ???? ????? ?????? ???? ?????? ???? ??????,12,56,
3193,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/34,Makki,34,"She said: ""Kings, when they enter a country, despoil it, and make the noblest of its people its meanest thus do they behave.",,???? ?? ?????? ??? ????? ????? ??????? ?????? ???? ????? ????? ? ????? ??????,14,64,
3194,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/35,Makki,35,"""But I am going to send him a present, and (wait) to see with what (answer) return (my) ambassadors.""",,???? ????? ????? ?????? ?????? ?? ???? ????????,8,40,
3195,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/36,Makki,36,"Now when (the embassy) came to Solomon, he said: ""Will ye give me abundance in wealth? But that which Allah has given me is better than that which He has given you! Nay it is ye who rejoice in your gift!",,???? ??? ?????? ??? ??????? ????? ??? ????? ???? ??? ??? ????? ?? ???? ??????? ??????,16,70,
3196,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/37,Makki,37,"""Go back to them, and be sure we shall come to them with such hosts as they will never be able to meet: We shall expel them from there in disgrace, and they will feel humbled (indeed).""",,???? ????? ????????? ?????? ?? ??? ??? ??? ????????? ???? ????? ??? ??????,13,62,
3197,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/38,Makki,38,"He said (to his own men): ""Ye chiefs! which of you can bring me her throne before they come to me in submission?""",,??? ?? ???? ????? ???? ?????? ?????? ??? ?? ?????? ??????,11,47,
3198,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/39,Makki,39,"Said an 'Ifrit, of the Jinns: ""I will bring it to thee before thou rise from thy council: indeed I have full strength for the purpose, and may be trusted.""",,??? ????? ?? ???? ??? ???? ?? ??? ?? ???? ?? ????? ? ???? ???? ???? ????,17,56,
3199,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/40,Makki,40,"Said one who had knowledge of the Book: ""I will bring it to thee within the twinkling of an eye!"" Then when (Solomon) saw it placed firmly before him, he said: ""This is by the Grace of my Lord!- to test me whether I am grateful or ungrateful! and if any is grateful, truly his gratitude is (a gain) for his own soul; but if any is ungrateful, truly my Lord is Free of all Needs, Supreme in Honour!""",,??? ???? ???? ??? ?? ?????? ??? ???? ?? ??? ?? ???? ???? ???? ? ???? ??? ?????? ???? ??? ??? ?? ??? ??? ??????? ????? ?? ???? ? ??? ??? ????? ???? ????? ? ??? ??? ??? ??? ??? ????,41,139,
3200,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/41,Makki,41,"He said: ""Transform her throne out of all recognition by her: let us see whether she is guided (to the truth) or is one of those who receive no guidance.""",,??? ????? ??? ????? ???? ?????? ?? ???? ?? ????? ?? ??????,12,47,
3201,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/42,Makki,42,"So when she arrived, she was asked, ""Is this thy throne?"" She said, ""It was just like this; and knowledge was bestowed on us in advance of this, and we have submitted to Allah (in Islam).""",,???? ???? ??? ????? ???? ? ???? ???? ?? ? ??????? ????? ?? ????? ???? ??????,16,61,
3202,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/43,Makki,43,And he diverted her from the worship of others besides Allah: for she was (sprung) of a people that had no faith.,,????? ?? ???? ???? ?? ??? ???? ? ???? ???? ?? ???? ??????,13,45,
3203,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/44,Makki,44,"She was asked to enter the lofty Palace: but when she saw it, she thought it was a lake of water, and she (tucked up her skirts), uncovering her legs. He said: ""This is but a palace paved smooth with slabs of glass."" She said: ""O my Lord! I have indeed wronged my soul: I do (now) submit (in Islam), with Solomon, to the Lord of the Worlds.""",,??? ??? ????? ????? ? ???? ???? ????? ???? ????? ?? ?????? ? ??? ??? ??? ???? ?? ?????? ? ???? ?? ??? ???? ???? ?????? ?? ?????? ??? ?? ????????,31,114,
3204,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/45,Makki,45,"We sent (aforetime), to the Thamud, their brother Salih, saying, ""Serve Allah"": But behold, they became two factions quarrelling with each other.",,???? ?????? ??? ???? ????? ?????? ?? ?????? ???? ???? ?? ?????? ???????,13,59,
3205,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/46,Makki,46,"He said: ""O my people! why ask ye to hasten on the evil in preference to the good? If only ye ask Allah for forgiveness, ye may hope to receive mercy.",,??? ?? ??? ?? ???????? ??????? ??? ?????? ? ???? ???????? ???? ????? ??????,14,62,
3206,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/47,Makki,47,"They said: ""Ill omen do we augur from thee and those that are with thee"". He said: ""Your ill omen is with Allah; yea, ye are a people under trial.""",,????? ?????? ?? ???? ??? ? ??? ?????? ??? ???? ? ?? ???? ??? ??????,15,53,
3207,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/48,Makki,48,"There were in the city nine men of a family, who made mischief in the land, and would not reform.",,???? ?? ??????? ???? ???? ?????? ?? ????? ??? ??????,10,43,
3208,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/49,Makki,49,"They said: ""Swear a mutual oath by Allah that we shall make a secret night attack on him and his people, and that we shall then say to his heir (when he seeks vengeance): 'We were not present at the slaughter of his people, and we are positively telling the truth.'""",,????? ??????? ????? ??????? ????? ?? ?????? ????? ?? ????? ???? ???? ???? ???????,14,68,
3209,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/50,Makki,50,"They plotted and planned, but We too planned, even while they perceived it not.",,?????? ????? ?????? ????? ??? ?? ??????,7,33,
3210,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/51,Makki,51,"Then see what was the end of their plot!- this, that We destroyed them and their people, all (of them).",,????? ??? ??? ????? ????? ??? ??????? ?????? ??????,9,43,
3211,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/52,Makki,52,"Now such were their houses, - in utter ruin, - because they practised wrong-doing. Verily in this is a Sign for people of knowledge.",,???? ?????? ?????? ??? ????? ? ?? ?? ??? ????? ????? ??????,12,48,
3212,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/53,Makki,53,And We saved those who believed and practised righteousness.,,??????? ????? ????? ?????? ?????,5,28,
3213,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/54,Makki,54,"(We also sent) Lut (as a messenger): behold, He said to his people, ""Do ye do what is shameful though ye see (its iniquity)?",,?????? ?? ??? ????? ?????? ??????? ????? ??????,8,40,
3214,19,??????? ?????????,Wa Qalallazina,27,?????,An-Naml,The Ants,https://quran.com/27/55,Makki,55,"Would ye really approach men in your lusts rather than women? Nay, ye are a people (grossly) ignorant!",,????? ?????? ?????? ????? ?? ??? ?????? ? ?? ???? ??? ??????,12,49,
3215,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/56,Makki,56,"But his people gave no other answer but this: they said, ""Drive out the followers of Lut from your city: these are indeed men who want to be clean and pure!""",,??? ??? ???? ???? ??? ?? ????? ?????? ?? ???? ?? ?????? ? ???? ???? ???????,16,60,
3216,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/57,Makki,57,"But We saved him and his family, except his wife; her We destined to be of those who lagged behind.",,???????? ????? ??? ?????? ??????? ?? ????????,7,39,
3217,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/58,Makki,58,And We rained down on them a shower (of brimstone): and evil was the shower on those who were admonished (but heeded not)!,,??????? ????? ????? ? ???? ??? ????????,7,33,
3218,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/59,Makki,59,"Say: Praise be to Allah, and Peace on his servants whom He has chosen (for his Message). (Who) is better?- Allah or the false gods they associate (with Him)?",,?? ????? ??? ????? ??? ????? ????? ????? ? ???? ??? ??? ??????,13,50,
3219,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/60,Makki,60,"Or, Who has created the heavens and the earth, and Who sends you down rain from the sky? Yea, with it We cause to grow well-planted orchards full of beauty of delight: it is not in your power to cause the growth of the trees in them. (Can there be another) god besides Allah? Nay, they are a people who swerve from justice.",,??? ??? ???????? ?????? ????? ??? ?? ?????? ???? ??????? ?? ????? ??? ????? ?? ??? ??? ?? ?????? ????? ? ???? ?? ???? ? ?? ?? ??? ??????,29,108,
3220,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/61,Makki,61,"Or, Who has made the earth firm to live in; made rivers in its midst; set thereon mountains immovable; and made a separating bar between the two bodies of flowing water? (can there be another) god besides Allah? Nay, most of them know not.",,??? ??? ????? ?????? ???? ?????? ??????? ???? ??? ????? ???? ??? ??????? ?????? ? ???? ?? ???? ? ?? ?????? ?? ??????,23,94,
3221,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/62,Makki,62,"Or, Who listens to the (soul) distressed when it calls on Him, and Who relieves its suffering, and makes you (mankind) inheritors of the earth? (Can there be another) god besides Allah? Little it is that ye heed!",,??? ???? ?????? ??? ???? ????? ????? ??????? ????? ????? ? ???? ?? ???? ? ?????? ?? ??????,18,73,
3222,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/63,Makki,63,"Or, Who guides you through the depths of darkness on land and sea, and Who sends the winds as heralds of glad tidings, going before His Mercy? (Can there be another) god besides Allah?- High is Allah above what they associate with Him!",,??? ?????? ?? ????? ???? ?????? ??? ???? ?????? ????? ??? ??? ????? ? ???? ?? ???? ? ????? ???? ??? ??????,22,85,
3223,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/64,Makki,64,"Or, Who originates creation, then repeats it, and who gives you sustenance from heaven and earth? (Can there be another) god besides Allah? Say, ""Bring forth your argument, if ye are telling the truth!""",,??? ???? ????? ?? ????? ??? ?????? ?? ?????? ?????? ? ???? ?? ???? ? ?? ????? ??????? ?? ???? ??????,21,80,
3224,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/65,Makki,65,"Say: None in the heavens or on earth, except Allah, knows what is hidden: nor can they perceive when they shall be raised up (for Judgment).",,?? ?? ???? ?? ?? ???????? ?????? ????? ??? ???? ? ??? ?????? ???? ??????,15,58,
3225,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/66,Makki,66,"Still less can their knowledge comprehend the Hereafter: Nay, they are in doubt and uncertainty thereanent; nay, they are blind thereunto!",,?? ????? ????? ?? ?????? ? ?? ?? ?? ?? ???? ? ?? ?? ???? ????,16,46,
3226,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/67,Makki,67,"The Unbelievers say: ""What! when we become dust,- we and our fathers,- shall we really be raised (from the dead)?",,???? ????? ????? ???? ??? ?????? ??????? ???? ???????,9,45,
3227,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/68,Makki,68,"""It is true we were promised this,- we and our fathers before (us): these are nothing but tales of the ancients.""",,??? ????? ??? ??? ??????? ?? ??? ?? ??? ??? ?????? ???????,12,47,
3228,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/69,Makki,69,"Say: ""Go ye through the earth and see what has been the end of those guilty (of sin).""",,?? ????? ?? ????? ??????? ??? ??? ????? ????????,9,40,
3229,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/70,Makki,70,"But grieve not over them, nor distress thyself because of their plots.",,??? ???? ????? ??? ??? ?? ???? ??? ??????,9,33,
3230,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/71,Makki,71,"They also say: ""When will this promise (come to pass)? (Say) if ye are truthful.""",,??????? ??? ??? ????? ?? ???? ??????,7,30,
3231,20,??????? ??????,A'man Khalaq,27,?????,An-Naml,The Ants,https://quran.com/27/72,Makki,72,"Say: ""It may be that some of the events which ye wish to hasten on may be (close) in your pursuit!""",,?? ??? ?? ???? ??? ??? ??? ???? ????????,9,32,
